@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomSubset-N9.0-S10

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute quality {3,4,5,6,7,8,9}

@data
7.2,0.26,0.38,1.5,0.061,12,120,3.18,0.46,5
7,0.31,0.35,1.6,0.063,13,119,3.22,0.5,5
6.6,0.22,0.35,1.4,0.05,23,83,3.17,0.48,7
5.8,0.23,0.31,3.5,0.044,35,158,3.19,0.37,7
6.3,0.17,0.32,1,0.04,39,118,3.31,0.4,8
6,0.19,0.26,1.4,0.039,30,104,3.32,0.41,6
6.7,0.21,0.34,1.5,0.035,45,123,3.24,0.36,7
7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,7
6.6,0.22,0.37,1.6,0.04,31,101,3.15,0.66,5
6.8,0.34,0.27,5.2,0.06,14,169,3.27,0.57,6
7.1,0.34,0.86,1.4,0.174,36,99,2.92,0.5,5
6.3,0.24,0.22,11.9,0.05,65,179,3.06,0.58,6
6.9,0.35,0.39,2.4,0.048,25,157,3.2,0.54,7
6.8,0.24,0.33,3.2,0.049,68,161,3.1,0.69,6
6.4,0.25,0.33,1.7,0.037,35,113,3.23,0.66,6
5.8,0.19,0.33,4.2,0.038,49,133,3.16,0.42,7
6.9,0.24,0.4,15.4,0.052,81,198,3.2,0.69,5
6.5,0.31,0.61,13,0.053,31,123,3.09,0.5,6
6.6,0.25,0.32,5.6,0.039,15,68,2.96,0.52,6
7.5,0.38,0.56,9.7,0.055,15,170,3.13,0.65,6
6.2,0.3,0.3,2.5,0.041,29,82,3.31,0.61,7
6.4,0.33,0.28,4,0.04,24,81,3.26,0.64,7
6.9,0.24,0.4,15.4,0.052,81,198,3.2,0.69,5
7.6,0.27,0.32,1.2,0.043,23,72,3.06,0.68,5
5.9,0.24,0.34,2,0.037,40,108,3.19,0.5,6
5.3,0.33,0.3,1.2,0.048,25,119,3.32,0.62,6
6.4,0.21,0.21,5.1,0.097,21,105,3.07,0.46,5
7,0.22,0.3,1.4,0.04,14,63,3.2,0.33,6
7.8,0.27,0.35,1.2,0.05,36,140,3.09,0.45,5
6.7,0.2,0.24,6.5,0.044,28,100,3.12,0.33,6
8.1,0.27,0.33,1.3,0.045,26,100,2.98,0.44,6
6.7,0.2,0.24,6.5,0.044,28,100,3.12,0.33,6
7.1,0.45,0.24,2.7,0.04,24,87,2.94,0.38,8
5.8,0.22,0.29,1.3,0.036,25,68,3.24,0.35,6
6.3,0.3,0.48,7.4,0.053,34,149,3.18,0.53,5
7.9,0.36,0.53,12.9,0.049,63,139,2.94,0.45,5
8.1,0.27,0.33,1.3,0.045,26,100,2.98,0.44,6
8,0.24,0.33,1.2,0.044,28,101,3.03,0.43,6
6.7,0.41,0.27,2.6,0.033,25,85,3.05,0.34,6
6.7,0.24,0.31,2.3,0.044,37,113,3.29,0.46,6
6.2,0.3,0.32,1.3,0.054,27,183,3.3,0.43,5
6.9,0.26,0.38,10.5,0.044,33,139,3.06,0.5,6
6.7,0.41,0.27,2.6,0.033,25,85,3.05,0.34,6
5.9,0.32,0.2,14.4,0.05,29,144,3.24,0.41,6
6.1,0.25,0.3,1.2,0.036,42,107,3.34,0.56,7
5.6,0.23,0.29,3.1,0.023,19,89,3.25,0.51,6
6.6,0.23,0.32,1.7,0.024,26,102,3.29,0.6,6
6,0.17,0.21,6,0.05,26,134,3.08,0.54,6
7.1,0.38,0.42,11.8,0.041,32,193,3.04,0.49,6
6.6,0.31,0.37,6.2,0.052,13,164,3.24,0.39,4
6.5,0.38,0.53,1.4,0.142,5,69,3.14,0.52,4
7,0.44,0.24,12.1,0.056,68,210,3.05,0.5,5
7,0.44,0.24,12.1,0.056,68,210,3.05,0.5,5
7,0.44,0.24,12.1,0.056,68,210,3.05,0.5,5
6.1,0.38,0.14,3.9,0.06,27,113,3.07,0.34,4
8,0.33,0.32,4.6,0.041,31,180,2.92,0.74,6
7,0.44,0.24,12.1,0.056,68,210,3.05,0.5,5
6,0.19,0.29,1.2,0.046,29,92,3.22,0.53,6
6.3,0.28,0.34,8.1,0.038,44,129,3.26,0.29,6
6.1,0.38,0.14,3.9,0.06,27,113,3.07,0.34,4
5.3,0.43,0.11,1.1,0.029,6,51,3.51,0.48,4
5.4,0.22,0.35,6.5,0.029,26,87,3.29,0.44,7
6.2,0.345,0.27,10.1,0.056,38,187,3.31,0.56,5
5.6,0.255,0.57,10.7,0.056,66,171,3.25,0.61,7
5.2,0.2,0.27,3.2,0.047,16,93,3.44,0.53,7
6.2,0.29,0.23,12.4,0.048,33,201,3.11,0.56,6
6.3,0.26,0.25,5.2,0.046,11,133,2.97,0.68,6
6,0.22,0.23,5,0.045,10,122,2.94,0.63,6
7.5,0.35,0.37,2.5,0.066,29,89,3.14,0.42,6
6.6,0.39,0.28,9.2,0.036,10,92,3.07,0.35,6
6.3,0.23,0.33,6.9,0.052,23,118,3.23,0.46,6
6.3,0.22,0.3,2,0.05,23,120,3.24,0.47,6
6.4,0.29,0.18,15,0.04,21,116,3.14,0.5,5
6.4,0.29,0.18,15,0.04,21,116,3.14,0.5,5
7.5,0.23,0.3,1.2,0.03,27,80,3.05,0.68,5
6.4,0.29,0.18,15,0.04,21,116,3.14,0.5,5
5.7,0.28,0.36,1.8,0.041,38,90,3.27,0.98,7
6.5,0.26,0.24,10.8,0.042,47,130,3.08,0.4,6
6.4,0.27,0.29,3.9,0.034,62,140,3.1,0.59,6
5.9,0.22,0.29,4.2,0.037,69,144,3.13,0.74,7
6.8,0.26,0.26,2,0.019,23.5,72,3.16,0.47,6
7.6,0.36,0.48,13.5,0.038,44,116,3.04,0.48,5
7.6,0.35,0.47,13.3,0.037,42,116,3.04,0.5,5
5.7,0.18,0.26,2.2,0.023,21,95,3.07,0.54,6
6.6,0.36,0.47,1.4,0.145,26,124,3.09,0.56,6
5.9,0.14,0.2,1.6,0.04,26,114,3.25,0.45,6
5.5,0.23,0.19,2.2,0.044,39,161,3.19,0.43,6
6.7,0.11,0.26,14.8,0.053,44,95,3.2,0.35,6
7,0.24,0.24,1.8,0.047,29,91,3.3,0.43,6
6.7,0.11,0.26,14.8,0.053,44,95,3.2,0.35,6
5.3,0.47,0.1,1.3,0.036,11,74,3.48,0.54,4
7.5,0.29,0.24,9.9,0.058,25,115,3.15,0.46,5
6,0.33,0.26,5.1,0.051,16,119,3.15,0.41,5
6,0.33,0.26,5.1,0.051,16,119,3.15,0.41,5
5.8,0.32,0.23,1.5,0.033,39,121,2.96,0.35,5
5.8,0.3,0.23,1.5,0.034,37,121,2.96,0.34,6
3.8,0.31,0.02,11.1,0.036,20,114,3.75,0.44,6
6.2,0.36,0.22,5.25,0.038,44,145,3.22,0.4,6
6,0.31,0.27,2.3,0.042,19,120,3.32,0.41,7
6.9,0.52,0.54,7.9,0.036,23,169,3.26,0.47,6
7,0.55,0.05,8,0.036,19,164,3.26,0.46,6
5.8,0.2,0.16,1.4,0.042,44,99,3.23,0.37,6
6.2,0.36,0.22,5.25,0.038,44,145,3.22,0.4,6
6,0.31,0.27,2.3,0.042,19,120,3.32,0.41,7
6,0.29,0.27,2.3,0.044,20,117,3.31,0.41,7
5.7,0.22,0.29,3.5,0.04,27,146,3.17,0.36,6
7.1,0.46,0.23,13.7,0.045,44,192,3.11,0.53,5
6.6,0.21,0.3,9.9,0.041,64,174,3.07,0.5,6
6.9,0.42,0.2,15.4,0.043,57,201,3.08,0.54,5
5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,6
5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,6
5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,6
5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,6
5.2,0.31,0.2,2.4,0.027,27,117,3.56,0.45,7
7.2,0.22,0.35,5.5,0.054,37,183,3.08,0.5,5
5.6,0.18,0.29,2.3,0.04,5,47,3.07,0.45,4
6.2,0.24,0.27,16.8,0.04,48,129,3.23,0.38,6
5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,6
5.7,0.26,0.24,17.8,0.059,23,124,3.3,0.5,5
5.7,0.26,0.24,17.8,0.059,23,124,3.3,0.5,5
6,0.2,0.26,6.8,0.049,22,93,3.15,0.42,6
6,0.2,0.26,6.8,0.049,22,93,3.15,0.42,6
6,0.2,0.26,6.8,0.049,22,93,3.15,0.42,6
6,0.2,0.26,6.8,0.049,22,93,3.15,0.42,6
7.6,0.28,0.17,1.6,0.046,28,117,3.08,0.43,5
7,0.2,0.33,4.7,0.03,25,76,2.88,0.54,6
6.6,0.26,0.27,11.8,0.048,28,112,2.87,0.49,6
5.7,0.26,0.24,17.8,0.059,23,124,3.3,0.5,5
7.2,0.21,0.36,15.7,0.045,68,183,3.25,0.76,5
6.9,0.22,0.32,5.8,0.041,20,119,3.17,0.55,6
7.2,0.21,0.36,15.7,0.045,68,183,3.25,0.76,5
7.4,0.22,0.28,9,0.046,22,121,3.1,0.55,5
7.2,0.21,0.36,15.7,0.045,68,183,3.25,0.76,5
6.9,0.22,0.32,5.8,0.041,20,119,3.17,0.55,6
7,0.2,0.35,8.8,0.037,31,103,3.13,0.49,6
5.6,0.26,0,10.2,0.038,13,111,3.44,0.46,6
6.3,0.28,0.3,6.6,0.208,60,154,3.1,0.4,6
6.4,0.29,0.3,6.5,0.209,62,156,3.1,0.4,5
7.2,0.34,0.23,8.9,0.105,22,155,3.01,0.58,5
7.1,0.39,0.39,11.1,0.034,25,204,3.05,0.52,6
6.9,0.26,0.29,4.2,0.043,33,114,3.16,0.31,6
6.1,0.24,0.25,1.6,0.044,24,115,3.39,0.59,6
5.9,0.25,0.24,7.4,0.044,21,113,3.38,0.58,6
6.1,0.24,0.27,11.5,0.05,51,133,3.22,0.37,6
6.5,0.22,0.27,1.6,0.039,36,116,3.38,0.57,7
6.2,0.26,0.29,2,0.036,16,87,3.33,0.61,6
6.6,0.34,0.25,4.8,0.038,16,121,3.36,0.71,6
5.6,0.225,0.24,9.8,0.054,59,140,3.17,0.39,6
7.1,0.23,0.28,1.9,0.046,33,103,3.12,0.31,5
6.9,0.26,0.29,4.2,0.043,33,114,3.16,0.31,6
6.4,0.27,0.3,1.6,0.04,19,86,3.32,0.65,6
6.3,0.41,0.22,7.3,0.035,23,117,3.2,0.39,7
6.7,0.41,0.24,5.4,0.035,33,115,3.12,0.44,7
7.2,0.585,0.2,10.4,0.086,17,94,3.13,0.4,5
6.7,0.34,0.26,1.9,0.038,58,138,3,0.47,7
6.3,0.41,0.22,7.3,0.035,23,117,3.2,0.39,7
6.7,0.41,0.24,5.4,0.035,33,115,3.12,0.44,7
6.4,0.26,0.35,7.7,0.056,45,191,3.16,0.5,5
6.3,0.28,0.22,11.5,0.036,27,150,3,0.33,6
7.4,0.16,0.33,1.2,0.042,47,121,3.04,0.68,7
8.4,0.27,0.3,2.2,0.037,36,129,2.89,0.3,6
5.9,0.2,0.28,1,0.043,45,100,3.4,0.41,6
6.4,0.24,0.26,8.2,0.054,47,182,3.12,0.5,5
7.4,0.38,0.34,8.3,0.052,44,168,3.11,0.52,5
6.4,0.24,0.26,8.2,0.054,47,182,3.12,0.5,5
6.4,0.42,0.19,9.3,0.043,28,145,3.23,0.53,5
6.4,0.23,0.26,8.1,0.054,47,181,3.12,0.49,5
6.4,0.24,0.26,8.2,0.054,47,182,3.12,0.5,5
7.4,0.38,0.34,8.3,0.052,44,168,3.11,0.52,5
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
6.8,0.24,0.29,2,0.044,15,96,3.23,0.64,8
7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8
7.4,0.27,0.52,15.7,0.054,36,139,3.04,0.62,6
5.7,0.28,0.35,1.2,0.052,39,141,3.44,0.69,6
5.8,0.22,0.25,1.5,0.024,21,109,3.37,0.58,6
6.7,0.27,0.69,1.2,0.176,36,106,2.96,0.43,6
7.1,0.2,0.35,3.2,0.034,21,107,3.11,0.54,6
6.7,0.27,0.69,1.2,0.176,36,106,2.96,0.43,6
7.1,0.23,0.3,2.6,0.034,62,148,3.03,0.56,7
7.6,0.31,0.52,13.2,0.042,61,148,2.98,0.47,6
7.2,0.34,0.28,10.4,0.108,43,187,2.96,0.57,5
7,0.36,0.25,5.7,0.015,14,73,2.82,0.59,6
6.4,0.31,0.28,2.5,0.039,34,137,3.22,0.38,6
7.3,0.28,0.35,1.6,0.054,31,148,3.18,0.47,5
7.4,0.16,0.3,1.4,0.064,34,166,3.11,0.42,6
6.4,0.31,0.27,7.4,0.049,48,169,3.27,0.45,6
6.4,0.31,0.28,2.5,0.039,34,137,3.22,0.38,6
6.2,0.29,0.29,5.6,0.046,35,178,3.25,0.51,5
5.9,0.28,0.34,3.6,0.04,50,194,3.31,0.52,6
6.5,0.23,0.2,7.5,0.05,44,179,3.18,0.48,5
7.2,0.34,0.2,5.8,0.062,52,203,3.17,0.44,6
7.3,0.28,0.35,1.6,0.054,31,148,3.18,0.47,5
6.5,0.2,0.33,1.5,0.039,36,110,3.22,0.65,6
6.2,0.24,0.27,2.9,0.039,30,123,3.12,0.37,6
7.1,0.31,0.25,11.2,0.048,32,136,3.14,0.4,5
6.4,0.29,0.21,9.65,0.041,36,119,2.99,0.34,6
6.3,0.19,0.33,10.1,0.063,63,133,2.86,0.41,5
5.9,0.29,0.28,3.2,0.035,16,117,3.26,0.42,6
7.1,0.31,0.25,11.2,0.048,32,136,3.14,0.4,5
6.5,0.3,0.28,11.45,0.041,29,109,2.98,0.3,6
6.4,0.29,0.21,9.65,0.041,36,119,2.99,0.34,6
6.5,0.22,0.19,4.5,0.096,16,115,3.02,0.44,5
7,0.23,0.28,2.7,0.053,16,92,3.18,0.56,5
7.1,0.23,0.23,3.5,0.038,23,112,3.05,0.37,6
6.1,0.26,0.28,1.7,0.043,24,98,3.14,0.44,6
6.4,0.35,0.21,2.1,0.051,46,171,3.16,0.5,5
6,0.32,0.32,4.8,0.041,40,186,3.22,0.54,6
6.1,0.34,0.21,5,0.042,17,133,3.02,0.53,5
6.5,0.13,0.27,2.6,0.035,32,76,3.21,0.76,6
6.5,0.315,0.2,6.6,0.041,9,126,2.94,0.51,5
6.1,0.34,0.21,5,0.042,17,133,3.02,0.53,5
5.7,0.31,0.29,7.3,0.05,33,143,3.31,0.5,6
6.4,0.3,0.27,5,0.058,27,151,3.22,0.49,6
7,0.24,0.26,1.7,0.041,31,110,3.2,0.53,6
6.5,0.13,0.27,2.6,0.035,32,76,3.21,0.76,6
6.4,0.26,0.21,8.2,0.05,51,182,3.23,0.48,5
6.4,0.26,0.21,8.2,0.05,51,182,3.23,0.48,5
6,0.27,0.31,5,0.043,54,170,3.28,0.52,6
7.1,0.21,0.33,1.2,0.039,34,97,3.11,0.75,6
6.7,0.26,0.29,7.1,0.036,28,100,3.08,0.36,6
6.3,0.28,0.22,9.5,0.04,30,111,3.05,0.31,4
6.2,0.25,0.44,15.8,0.057,39,167,3.14,0.51,5
7.3,0.22,0.37,15.5,0.048,70,203,3.25,0.77,5
6.2,0.25,0.44,15.8,0.057,39,167,3.14,0.51,5
6.4,0.18,0.28,17.05,0.047,53,139,3.25,0.35,6
6.3,0.2,0.26,12.7,0.046,60,143,3.26,0.35,6
6.6,0.24,0.22,12.3,0.051,35,146,3.1,0.67,5
7.4,0.27,0.26,11.8,0.053,55,173,3.11,0.6,5
7.4,0.27,0.26,11.8,0.053,55,173,3.11,0.6,5
7.4,0.27,0.26,11.8,0.053,55,173,3.11,0.6,5
6.6,0.24,0.22,12.3,0.051,35,146,3.1,0.67,5
7.4,0.27,0.26,11.8,0.053,55,173,3.11,0.6,5
7.1,0.38,0.29,13.6,0.041,30,137,3.02,0.96,6
6.8,0.43,0.26,5.2,0.043,40,176,3.17,0.41,6
5.2,0.22,0.46,6.2,0.066,41,187,3.19,0.42,5
5.9,0.29,0.16,7.9,0.044,48,197,3.21,0.36,5
5.9,0.29,0.16,7.9,0.044,48,197,3.21,0.36,5
6.3,0.29,0.29,3.3,0.037,32,140,3.17,0.36,7
6.3,0.19,0.32,2.8,0.046,18,80,2.92,0.47,6
5.7,0.29,0.16,7.9,0.044,48,197,3.21,0.36,5
6.3,0.29,0.29,3.3,0.037,32,140,3.17,0.36,7
5.7,0.24,0.47,6.3,0.069,35,182,3.11,0.46,5
5.8,0.3,0.38,4.9,0.039,22,86,3.23,0.58,7
7.1,0.27,0.27,10.4,0.041,26,114,3.04,0.52,7
5.8,0.3,0.38,4.9,0.039,22,86,3.23,0.58,7
7.1,0.27,0.27,10.4,0.041,26,114,3.04,0.52,7
6.3,0.305,0.22,16,0.061,26,141,3.08,0.5,5
5.7,0.24,0.47,6.3,0.069,35,182,3.11,0.46,5
6.2,0.22,0.28,2.2,0.04,24,125,3.19,0.48,6
6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,6
6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,6
6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,6
6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,6
6.2,0.22,0.28,2.2,0.04,24,125,3.19,0.48,6
6.2,0.22,0.28,2.2,0.04,24,125,3.19,0.48,6
6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,6
6.1,0.22,0.5,6.6,0.045,30,122,3.22,0.49,6
6.2,0.21,0.52,6.5,0.047,28,123,3.22,0.49,6
6.3,0.32,0.26,12.3,0.044,24,205,3.11,0.58,5
6.9,0.44,0.27,5,0.038,33,166,3.2,0.42,6
6.1,0.31,0.34,2.8,0.042,59.5,162,3.27,0.47,6
8.1,0.36,0.59,13.6,0.051,60,134,2.96,0.39,5
6.6,0.38,0.28,2.8,0.043,17,67,3.21,0.47,6
6.7,0.24,0.26,5.4,0.03,15,94,3.15,0.38,6
6.9,0.56,0.26,10.9,0.06,55,193,3.21,0.44,5
7.2,0.24,0.24,1.7,0.045,18,161,3.25,0.53,6
6.5,0.29,0.3,9.15,0.051,25,166,3.24,0.56,6
6.7,0.28,0.28,4.5,0.051,14,92,3.36,0.58,6
6.5,0.29,0.3,9.15,0.051,25,166,3.24,0.56,6
6.1,0.21,0.19,1.4,0.046,51,131,3.22,0.39,5
7.2,0.47,0.16,5.9,0.048,14,125,3.09,0.49,5
6.7,0.34,0.31,16.4,0.051,20,146,3.06,0.54,5
6.6,0.27,0.25,1.2,0.033,36,111,3.16,0.37,6
6.7,0.34,0.31,16.4,0.051,20,146,3.06,0.54,5
7.2,0.47,0.16,5.9,0.048,14,125,3.09,0.49,5
5,0.35,0.25,7.8,0.031,24,116,3.39,0.4,6
5,0.35,0.25,7.8,0.031,24,116,3.39,0.4,6
4.4,0.46,0.1,2.8,0.024,31,111,3.48,0.34,6
6.6,0.38,0.29,2.9,0.035,15,101,3.04,0.37,6
7.3,0.3,0.25,2.5,0.045,32,122,3.18,0.54,5
6.4,0.28,0.22,12.8,0.039,51,150,3.23,0.43,6
6.9,0.29,0.25,12.2,0.04,29,136,3.05,0.65,6
6.3,0.3,0.19,7.7,0.049,47,184,3.22,0.48,5
6.3,0.39,0.22,2.8,0.048,53,173,3.24,0.45,5
6.6,0.38,0.29,2.9,0.035,15,101,3.04,0.37,6
6.6,0.18,0.26,17.3,0.051,17,149,3,0.43,6
6,0.28,0.29,19.3,0.051,36,174,3.14,0.5,5
6,0.28,0.29,19.3,0.051,36,174,3.14,0.5,5
6,0.28,0.29,19.3,0.051,36,174,3.14,0.5,5
6.6,0.35,0.26,2.7,0.045,19,129,3.24,0.48,7
5.9,0.22,0.18,6.4,0.041,28,120,3.27,0.5,5
6.6,0.18,0.26,17.3,0.051,17,149,3,0.43,6
7.7,0.28,0.24,2.4,0.044,29,157,3.27,0.56,6
7.1,0.42,0.2,2.8,0.038,28,109,3.23,0.47,6
6.7,0.32,0.32,1.7,0.031,31,114,3.12,0.35,6
6.6,0.26,0.56,15.4,0.053,32,141,3.11,0.49,5
6.6,0.26,0.56,15.4,0.053,32,141,3.11,0.49,5
6.2,0.32,0.24,4.1,0.051,34,149,3.36,0.52,5
6.3,0.25,0.27,6.6,0.054,40,158,3.2,0.48,5
6.2,0.21,0.24,1.2,0.051,31,95,3.24,0.57,6
6.4,0.23,0.27,2.1,0.042,35,100,3.03,0.63,6
4.7,0.145,0.29,1,0.042,35,90,3.76,0.49,6
6.2,0.2,0.28,1.1,0.039,24,78,3.36,0.47,6
7,0.28,0.28,1.4,0.039,12,83,3.18,0.65,5
7.1,0.36,0.2,1.6,0.271,24,140,3.11,0.63,5
5.7,0.25,0.22,9.8,0.049,50,125,3.2,0.45,6
5.7,0.22,0.33,1.9,0.036,37,110,3.26,0.58,6
6,0.2,0.38,1.3,0.034,37,104,3.11,0.52,6
6.4,0.32,0.26,7.9,0.05,53,180,3.14,0.5,5
6.4,0.32,0.26,7.9,0.05,53,180,3.14,0.5,5
6,0.555,0.26,4.5,0.053,17,126,3.24,0.46,5
5.9,0.22,0.45,22.6,0.12,55,122,3.1,0.35,5
6.4,0.32,0.26,7.9,0.05,53,180,3.14,0.5,5
6.2,0.3,0.33,3.5,0.037,37,155,3.18,0.37,6
5.8,0.28,0.18,1.2,0.058,7,108,3.23,0.58,4
5.8,0.555,0.26,4.5,0.053,17,126,3.24,0.46,5
6.7,0.31,0.33,2,0.033,12,74,3.29,0.65,6
6.4,0.15,0.25,7.8,0.05,13,68,3.16,0.4,6
6.4,0.13,0.28,0.9,0.045,32,87,3.47,0.52,6
6.7,0.48,0.49,2.9,0.03,28,122,3.13,0.4,6
6.7,0.48,0.49,2.9,0.03,28,122,3.13,0.4,6
5.8,0.3,0.33,3.5,0.033,25,116,3.2,0.44,6
6.1,0.28,0.23,4.2,0.038,13,95,2.97,0.7,6
6,0.19,0.37,9.7,0.032,17,50,3.08,0.66,6
6.8,0.31,0.25,10.5,0.043,30,165,3.36,0.55,6
7.5,0.24,0.29,1.1,0.046,34,84,3.04,0.39,6
6.8,0.23,0.39,16.1,0.053,71,194,3.18,0.64,6
7.5,0.24,0.29,1.1,0.046,34,84,3.04,0.39,6
6.3,0.29,0.3,8.1,0.212,60,150,3.1,0.4,5
6.8,0.2,0.25,6.2,0.052,22,106,3.09,0.54,5
5.2,0.38,0.26,7.7,0.053,20,103,3.27,0.45,6
7.8,0.27,0.33,2.4,0.053,36,175,3.2,0.55,6
6.6,0.54,0.21,16.3,0.055,41,182,3.35,0.54,6
7.1,0.25,0.31,2.3,0.05,32,156,3.14,0.51,6
5.8,0.61,0.01,8.4,0.041,31,104,3.26,0.72,7
6.5,0.32,0.23,8.5,0.051,20,138,3.03,0.42,5
6.4,0.28,0.23,6,0.051,50,162,3.15,0.52,5
6.6,0.19,0.28,1.1,0.044,38,100,3.22,0.69,6
5.1,0.305,0.13,1.75,0.036,17,73,3.4,0.51,5
5.8,0.26,0.3,2.6,0.034,75,129,3.2,0.38,4
6.7,0.23,0.17,1.3,0.061,14,100,3.07,0.55,5
6.8,0.33,0.3,2.1,0.047,35,147,3.24,0.56,6
6.1,0.27,0.32,1.1,0.034,24,110,3.36,0.4,6
6.1,0.27,0.32,1.1,0.034,24,110,3.36,0.4,6
6.8,0.4,0.29,2.8,0.044,27,97,3.12,0.42,6
6.1,0.4,0.18,9,0.051,28.5,259,3.19,0.5,5
7.1,0.28,0.26,2.8,0.039,50,118,3.06,0.59,6
6.2,0.32,0.32,2.2,0.036,15,70,3.16,0.48,6
6.8,0.17,0.17,5.1,0.049,26,82,3,0.38,6
9,0.2,0.33,3.5,0.049,10,40,3.14,0.36,6
5.8,0.13,0.22,12.7,0.058,24,183,3.32,0.42,6
5.8,0.31,0.31,7.5,0.052,55,230,3.19,0.46,5
6.3,0.36,0.2,2,0.048,48,191,3.17,0.51,5
9,0.2,0.33,3.5,0.049,10,40,3.14,0.36,6
6.7,0.18,0.25,14.3,0.048,79,149,3.12,0.37,5
6.6,0.16,0.25,9.8,0.049,59.5,137,3.16,0.38,6
5.8,0.13,0.22,12.7,0.058,24,183,3.32,0.42,6
5.8,0.27,0.22,12.7,0.058,42,206,3.32,0.38,6
6.8,0.17,0.17,5.1,0.049,26,82,3,0.38,6
6.4,0.37,0.19,3.5,0.068,18,101,3.03,0.38,6
7.3,0.26,0.53,12.7,0.047,60.5,164.5,3.06,0.45,6
7.3,0.28,0.54,12.9,0.049,62,162.5,3.06,0.45,6
7.3,0.28,0.54,12.9,0.049,62,162.5,3.06,0.45,6
5.8,0.12,0.21,1.3,0.056,35,121,3.32,0.33,6
6.1,0.25,0.18,10.5,0.049,41,124,3.14,0.35,5
6.4,0.24,0.27,1.5,0.04,35,105,3.13,0.3,6
7.3,0.26,0.53,12.7,0.047,60.5,156,3.06,0.45,6
7.3,0.28,0.54,12.9,0.049,62,152,3.06,0.45,6
8.3,0.18,0.37,1.2,0.049,6,94,3.18,0.52,5
7.1,0.09,0.3,6.2,0.032,24,134,2.99,0.39,6
8.3,0.14,0.36,8.8,0.026,13,60,3.13,0.35,5
5.8,0.28,0.3,3.9,0.026,36,105,3.26,0.58,6
6,0.23,0.34,1.3,0.025,23,111,3.36,0.37,6
6.9,0.28,0.37,9.1,0.037,16,76,3.05,0.54,5
6.9,0.28,0.37,9.1,0.037,16,76,3.05,0.54,5
5.8,0.28,0.3,3.9,0.026,36,105,3.26,0.58,6
6.3,0.25,0.53,1.8,0.021,41,101,3.19,0.31,6
6.5,0.2,0.31,2.1,0.033,32,95,2.96,0.61,6
5.9,0.29,0.32,1.4,0.022,17,47,3.35,0.35,6
6.4,0.46,0.22,14.7,0.047,51,183,3.39,0.6,5
6.9,0.28,0.37,9.1,0.037,16,76,3.05,0.54,5
6.8,0.23,0.33,1.9,0.047,20,101,3.1,0.46,6
7,0.23,0.32,1.8,0.048,25,113,3.11,0.47,6
6.4,0.55,0.26,9.6,0.027,20,104,3.22,0.73,6
5.7,0.28,0.3,3.9,0.026,36,105,3.26,0.58,6
6,0.23,0.34,1.3,0.025,23,111,3.36,0.37,6
6.8,0.45,0.3,11.8,0.094,23,97,3.09,0.44,5
6.1,0.2,0.4,1.9,0.028,32,138,3.26,0.72,5
6.1,0.37,0.46,12,0.042,61,210,3.17,0.59,6
5.9,0.21,0.23,7.9,0.033,22,130,3.38,0.59,6
6.9,0.22,0.32,9.3,0.04,22,110,3.34,0.54,7
5.4,0.27,0.22,4.6,0.022,29,107,3.33,0.54,6
6,0.26,0.26,2.2,0.035,10,72,3.11,0.48,6
5.6,0.18,0.3,10.2,0.028,28,131,3.49,0.42,7
5.6,0.26,0.27,10.6,0.03,27,119,3.4,0.34,7
7,0.23,0.35,1.4,0.036,31,113,3.16,0.48,7
5.8,0.28,0.66,9.1,0.039,26,159,3.66,0.55,5
8.6,0.36,0.26,11.1,0.03,43.5,171,3.03,0.49,5
5.8,0.28,0.66,9.1,0.039,26,159,3.66,0.55,5
6.4,0.3,0.27,4.4,0.055,17,135,3.23,0.44,6
6.2,0.2,0.32,2.8,0.05,17,126,3.18,0.55,6
5.8,0.29,0.15,1.1,0.029,12,83,3.3,0.4,6
5.7,0.22,0.28,1.3,0.027,26,101,3.35,0.38,7
